name,name_variants,tier,mentors,promise,audience_nicho,deliveries,social_proof,page_number,is_ai,ai_relevance,ai_notes,attendees_with_club_field,members_count,guests_count,family_table_count,pista_premium_count,arquibancada_count
MIRA CLUB,Mira Club,bronze,Daniella Ayres | Débora Kalil,"O Mira Club é para mulheres empreendedoras que querem expandir seus negócios e se tornar referência em seus mercados. Com foco em liderança, prosperidade, gestão do tempo e desenvolvimento de mindset, a mentoria trabalha vendas e modelo de negócio de forma prática. Aqui, empresárias determinadas aceleram seu crescimento em uma comunidade forte e inspiradora.",educação / mentores,"ENCONTROS: 3 presenciais de 2 dias ao longo do ano + encontros online mensalmente | PLATAFORMA: com conteúdos exclusivos e ferramentas práticas | WHATSAPP: grupo exclusivo para networking, suporte e trocas diárias",faturamento=+76 milhões de faturamento total do grupo | faturamento=milhões de faturamento total do grupo | indicador=+16 anos de experiência empreendedora | indicador=+12 segmentos de mercado atendidos | indicador=segmentos de mercado atendidos,183,False,none,,10,3,7,2,0,8
MONEY CLUB,Money Club,bronze,Igor Brito | Cleyton Guruba,"O Money Club é mais que um programa. É um ecossistema de elite, formado por empresários da contabilidade e do BPO financeiro que decidiram crescer com estratégia, escalar com lucro e liderar com visão. Aqui, reunimos quem já saiu do caos da operação e agora quer acesso, método e ambiente para construir empresas sólidas, previsíveis e dominantes.",contábil,ENCONTROS: 2 encontros presenciais ao longo do ano | PLATAFORMA: digital | WHATSAPP: Grupo exclusivo de WhatsApp | REUNIÃO: Reunião individual de implementação,faturamento=+30 milhões em faturamento total do grupo | faturamento=milhões em faturamento total do grupo | socios=+30 sócios no grupo | socios=sócios no grupo 150% | indicador=150% de crescimento médio no grupo,184,False,none,,23,5,18,4,8,11
MOVIMENTO TERRES,Movimento Terres,bronze,Dionatan Terres,"Movimento para empreendedores da Segurança e Saúde no Trabalho (SST) que desejam estruturar e escalar seus negócios. A jornada aborda gestão empresarial, vendas, liderança, estratégia e mentalidade empreendedora. Por meio de mentorias, networking e acompanhamento, transformamos empresas técnicas em negócios lucrativos, organizados e sustentáveis.",medicina / saúde,ENCONTROS: 2 encontros online semanais + 3 encontros presenciais ao ano. | PLANO DE AÇÃO: Plano de Ação Individual com cada mentorado. | WHATSAPP: Grupo exclusivo para networking entre os membros.,faturamento=+20 milhões faturamento anual do grupo | faturamento=milhões faturamento anual do grupo | socios=+50 sócios no grupo | socios=sócios no grupo +250 | colaboradores=+250 colaboradores impactados,185,False,none,,7,0,7,5,2,0
MV CLUB,MV Club,bronze,Marília Andriolli,"No MV Club, mulheres com visão aprendem a construir, libertar e fortalecer sua marca pessoal, comunicação e influência, conquistando relevância e liberdade na vida pessoal e no mercado, posicionando-as da maneira correta e desejada. Uma comunidade que une estratégia, inspiração e prática para transformar sua presença no mundo real e digital.",mulheres,ENCONTROS: 3 encontros presenciais de 2 dias + 9 encontros online durante o ano | PLATAFORMA: Plataforma exclusiva com encontros gravados | WHATSAPP: Grupo exclusivo de WhatsApp,,186,False,none,,85,22,63,0,30,55
MÉTODO MFL,Método MFL,bronze,Paulo Silva | Aline Silva,"O Método MFL é para empresários que querem parar de tomar decisões no escuro. Aqui, você conquista clareza sobre o dinheiro da empresa, aprende a controlar o caixa, entender seus números e aumentar a lucratividade. Mais segurança para decidir, crescer e construir um negócio financeiramente saudável.",educação / mentores,"ENCONTROS: Hotseats quinzenais, masterclasses a cada 60 dias e 2 encontros presenciais por ano. | PLATAFORMA: Plataforma exclusiva com conteúdos gravados. | WHATSAPP: Grupo exclusivo para suporte, troca e networking. | EXPERIÊNCIAS: Workshops e imersões exclusivas para aprofundamento estratégico.",faturamento=+700 milhões faturamento | faturamento=milhões faturamento total do grupo | socios=+30 sócios no grupo | colaboradores=+650 colaboradores impactados,156,False,none,,2,2,0,2,0,0
MÉTODO SIM,Método SIM,bronze,Renato Bruno | Renner Silva,"O Método SIM é para empreendedores que buscam maximizar negócios e alavancar resultados profissionais, financeiros e pessoais. Com foco em, felicidade organizacional, gestão estratégica e inteligência comercial, sempre visando a melhor margem de lucro. Acreditamos que somente pessoas e empresas extraordinárias são capazes de fazer do nosso mundo um lugar melhor.",educação / mentores,ENCONTROS: 3 imersões presenciais por ano | PLATAFORMA: educacional completa | ONLINE: mentoria semanal | SOFTWARE EXCLUSIVO: de gestão tática e estratégica,indicador=O maior movimento do Brasil | indicador=movimento do Brasil em ciência da felicidade e bem- | indicador=do Brasil em ciência da felicidade e bem- estar organizacional,155,False,none,,82,24,58,2,36,44
NA PRÁTICA CLUB,Na Prática Club,bronze,Ana Paula Cardoso | Ney Pinheiro | Thiago Magalhães,"O Na Prática Club é para contadores e empresários que querem crescer com direção e resultado. Uma comunidade de alta performance com foco em vendas, marketing, liderança e operação. Aqui você aprende, executa e acelera seu escritório com consistência, guiado por quem já construiu um dos maiores cases do país.",jurídico,ENCONTROS: 3 encontros presenciais | MENTORIA: Individual | ONLINE: Mentorias em grupo online | WHATSAPP: Grupo exclusivo de WhatsAp,indicador=+500 mil clientes | indicador=clientes | colaboradores=+1000 colaboradores,187,False,none,,3,1,2,3,0,0
ND EVOLUTION,,bronze,Neuzete | Neuzete Jonathan,"ND EVOLUTION é uma mentoria executiva para empresários que querem elevar o nível de gestão e colocar a empresa para rodar com ordem e resultado. O trabalho começa no essencial: prioridades claras, processos simples, liderança alinhada e uma rotina de acompanhamento que garante entrega com qualidade e prazo.",educação / mentores,ENCONTROS: 3 eventos presenciais ou on-line por ano | COMUNIDADE: Participação em comunidade restrita de mentorados para networking e parcerias empresariais | ESTRATÉGIA: Sessões individuais de mentoria estratégica,faturamento=+300 milhões de faturamento total do grupo | faturamento=milhões de faturamento total do grupo | socios=+25 membros no grupo | socios=membros no grupo +20 anos | indicador=+20 anos transformando empresas em negócios sólidos com,190,False,none,,0,0,0,0,0,0
NEW MONEY CLUB,New Money Club,bronze,Rodrigo Barbosa | Alessandra Barbosa,"O New Money Club é para empresários que querem gerar novo dinheiro com o negócio atual, abrir novas fontes de receita ou criar um novo negócio. O foco é escalar resultados usando as três alavancas de crescimento: liderança, marketing e vendas. Mais que um clube, é um ecossistema “auto pagável"", onde o investimento retorna pelo ROI gerado.",educação / mentores,"ENCONTROS: 3 encontros presenciais ao longo do ano + 9 encontros online | PLATAFORMA: Acesso a conteúdos exclusivos, ferramentas e gravação dos treinamentos online | WHATSAPP: Grupo exclusivo de empresários e mentores para troca e networking | TREINAMENTOS: Mensais em marketing, vendas e liderança com foco em ROI imediato",indicador=+50 milhões em novo dinheiro gerado com as | indicador=milhões em novo dinheiro gerado com as estratégias new money | indicador=+16 segmentos ativos no ecossistema | colaboradores=+700 colaboradores impactados,189,False,none,,88,27,61,2,25,61
NEXT LEVEL,Next Level,bronze,Ro Lopes | Ale Lopes,"Para empresários de alta performance que exigem mais do próprio negócio. No Next Level, método e execução se unem para estruturar, expandir e sustentar resultados reais, porque sempre existe um próximo nível.",vendas,ENCONTROS: 2 encontros presenciais + 12 encontros online ao longo do ano | PLATAFORMA: acesso a plataforma de suporte | WHATSAPP: grupo exclusivo | TREINAMENTOS: mensais de liderança e autoconhecimento.,faturamento=+200 milhões de faturamento no grupo | faturamento=milhões de faturamento no grupo | socios=+50 sócios +35 | indicador=+35 anos de experiencia no varejo e franquia | indicador=anos de experiencia no varejo e franquia,188,False,none,,60,41,19,2,12,46
NORT CLUB,Nort Club,bronze,Rogério Santos | Sheila Zaratim,"O Nort Club é uma jornada híbrida de desenvolvimento empresarial, com mentorias online em grupo e individuais, imersões presenciais, workshops, plataforma exclusiva de conteúdos (Nort Skills), grupo fechado para networking e troca entre empresários, além de experiências presenciais voltadas à geração de negócios, conexões estratégicas e desenvolvimento contínuo de líderes e empresas.",educação / mentores,ENCONTROS: 3 encontros presenciais. | PLATAFORMA: Acesso contínuo à plataforma Nort Skills. | ACOMPANHAMENTO: 24 mentorias em grupo + 3 mentorias individuais para os sócios. | EXCLUSIVO: 3 encontros online para o time do mentorado.,faturamento=+1 bi de faturamento | colaboradores=+5mil colaboradores impactados,192,False,none,,15,1,14,3,12,0
NOTORIOUS,Notorious,bronze,Tiossi Jr | Leandro Matsumota,"Elevando a notoriedade de profissionais especializados que atuam perante a Administração Pública através de técnicas de posicionamento, autoridade e influência.",educação / mentores,ENCONTROS: 3 encontros presenciais de 2 dias + 9 encontros online durante o ano | PLATAFORMA: exclusiva com todos os encontros gravados | WHATSAPP: Grupo exclusivo de WhatsApp com todos os sócios e os mentores | EXCLUSIVO: Experiências especiais além da agenda de encontros anuais,indicador=20 anos de experiência | indicador=Primeira mentoria do segmento | indicador=mentoria do segmento no Brasil | indicador=do segmento no Brasil | indicador=no Brasil,191,False,none,,40,12,28,3,22,15
NOVA IA,NovaIA,bronze,Myrko Micali | Nelson Naibert,"Para empreendedores, executivos e mentores que querem revolucionar negócios com IA e liderar o futuro. Aqui, você aprende a escalar operações, aumentar a competitividade, impulsionar a superprodutividade e gerar resultados reais. Com networking estratégico, inovação, cases práticos e conhecimento aplicado, você terá as ferramentas para transformar seu negócio.",AI / inteligência artificial,ENCONTROS: 10 encontros online e 4 encontros presenciais de um dia por ano | EVENTOS INTERNACIONAIS: presença global e eventos em diversos países | WHATSAPP: grupo exclusivo com todos os membros | APOIO TÉCNICO DE IA: Disponibilidade semanal de um técnico para tirar dúvidas,faturamento=+200 milhões em receita do grupo | faturamento=milhões em receita do grupo | socios=+35 sócios no grupo | indicador=+25 anos de experiência | indicador=anos de experiência,193,True,direct,nome do clube é de IA; tese do clube é IA,24,6,18,5,1,18
NP CLUB,NP Club,bronze,Ana Paula Costa,"O NP Club é uma comunidade exclusiva para empresários que desejam construir marcas pessoais fortes e elevar sua percepção de valor no mercado. Nossa metodologia combina posicionamento estratégico, autoridade e imagem para transformar reputação em crescimento sustentável e negócios premium.",educação / mentores,ENCONTROS: 2 encontros presenciais ao longo do ano + Aulas semanais | EXPERIÊNCIAS: vivências exclusivas além da agenda dos encontros anuais | WHATSAPP: grupo exclusivo de networking com membros e mentores | PLATAFORMA: conteúdo exclusivo disponível,faturamento=+20 milhões em faturamento dos membros | faturamento=milhões em faturamento dos membros | indicador=+300 empresários impactados pela metodologia | indicador=+ 15 anos de experiência em posicionamento e percepção de valor,147,False,none,,12,1,11,3,5,4
NUCLEO12 CLUB,,bronze,Aline Porto | Diego Porto,"Específico para mentores e consultores, a nucleo12 club é uma comunidade que reúne mentores e consultores que desejam se tornar expert em vendas assim como são em suas áreas de domínio.",educação / mentores,ENCONTROS: 2 encontros presenciais por ano e encontros online semanais. | ACOMPANHAMENTO: Encontros individuais com suporte integral. | WHATSAPP: Grupo exclusivo individual e grupo de relacionamento com todos os membros. | PLATAFORMA: Acesso à plataforma exclusiva de conteúdos.,unidades=+15 milhões gerados na comunidade | unidades=milhões gerados na comunidade | indicador=+200 pessoas impactadas direta e indiretamente,148,False,none,,0,0,0,0,0,0
ODONTO LEGEND,OdontoLegend Mentory,bronze,Fernanda Tecchio | Bira Doro,"Para o Dentista que cansou de ser o melhor da clínica e quer se tornar o verdadeiro dono do negócio. A Odonto Legend desenvolve a mentalidade, os processos e as habilidades que transformam consultórios em empresas lucrativas, previsíveis e escaláveis - feita por Dentistas, para Dentistas.",odontologia,"ENCONTROS: 03 encontros semanais on line em grupo + 02 encontros presenciais por ano | ESTRATÉGIA: Individualização do acompanhamento com estratégia | WHATSAPP: Grupo exclusivo com os Mentores e Sócios ativos | PLATAFORMA: Conteúdos, Materiais estratégicos e aulas on line gravadas em plataforma exclusiva",mentorados=+40 mentorados no grupo | indicador=+20 anos de experiência na odontologia e atuação no mercado | faturamento=+50 milhões faturamento total do grupo | faturamento=milhões faturamento total do grupo,146,False,none,,11,8,3,5,6,0
ONE CODE,One Code,bronze,,,AI / inteligência artificial,,,,True,direct,nome do clube é de IA; One Code (índice; página não localizada no book),15,5,10,2,13,0
OR.TOP BUSINNES,OR.TOP Business,bronze,Vinícius Bonfante,"OR.TOP Business é um grupo premium de mentoria para médicos ortopedistas, liderado pelo Dr. Vinícius Bonfante. Unimos estratégia, vendas e medicina integrativa para estruturar planos de acompanhamento de alto valor, gerando escala, previsibilidade e resultados. Em 2025, membros já ultrapassaram R$40 milhões em faturamento.",medicina / saúde,ENCONTROS: 2 encontros presenciais | EXCLUSIVO: plataforma e grupo exclusivo de whatsapp | EXPERIÊNCIAS: descontos em insumos e tecnologias alem de experiencias overdelivery | MENTOR: acesso direto ao mentor,faturamento=+40 milhões faturamento total de grupo em 2025 | faturamento=milhões faturamento total de grupo em 2025 | indicador=+35 ortopedistas | indicador=ortopedistas +200 | indicador=+200 médicos impactados com os cursos | indicador=médicos impactados com os cursos,195,False,none,,7,3,4,2,3,2
PARTNER'S CLUB,Partner’s Club,bronze,Will Galheira,"O Partner's Club é uma comunidade exclusiva para empresários que desejam crescer com clareza, liderança e resultados. Acreditamos na progresso empresarial por meio da metodologia: Mentalidade, Liderança e Vendas, conectando empresários comprometidos com evolução, alta performance e construção de negócios sólidos e lucrativos.",educação / mentores,ENCONTROS: 2 imersões por ano + 2 encontros online mensais em grupo | WHATSAPP: grupo exclusivo para mentorados | ACOMPANHAMENTO: 10 encontros individuais com o mentor | PLATAFORMA: com aulas e conteúdos gravados,indicador=+250 milhões gerados para clientes nos últimos anos | indicador=milhões gerados para clientes nos últimos anos | indicador=+300 vidas impactadas em treinamentos e mentorias | indicador=vidas impactadas em treinamentos e mentorias | indicador=+300 milhões gerados com vendas no mercado de resinas | indicador=milhões gerados com vendas no mercado de resinas plásticas,196,False,none,,28,7,21,5,19,4
PCM MENTORIA,Programa de Crescimento Médico,bronze,Cláudio Ramos | Clara Morena,"O PCM é uma mentoria criada para médicos que desejam escalar os resultados do consultório/clínica, através da mentalidade, gestão, vendas e marketing. O programa incentiva o médico a ser protagonista e a assumir as rédeas da sua carreira.",medicina / saúde,ENCONTROS: 2 encontros presenciais ao longo do ano + 2 encontros mensais online | SEMANAL: 1 reunião de alinhamento semanal | WHATSAPP: grupo de networking pelo WhatsApp | PLATAFORMA: com conteúdos e ferramentas de apoio,indicador=2 mil médicos transformados | colaboradores=4 mil colaboradores impactados | indicador=30 milhões faturados no grupo | indicador=milhões faturados no grupo,197,False,none,,12,6,6,5,0,7
PERFORMANCE CLUB,,bronze,Pilar Corél | Dominik Bertoluci | Sérgio Bertoluci,"O único ecossistema para empresários e empresárias que te posiciona como referência no mercado, eleva sua performance estratégica e expande sua presença digital, transformando você em uma autoridade inspiradora — altamente valorizada e bem remunerada pelo seu produto ou serviço.",vendas,"POSICIONAMENTO HIGH TICKET: Construa autoridade, percepção de valor e influência para vender com margem, consistência e prestígio | PERFORMANCE: Mentalidade, estratégia e execução de alta performance para crescimento real e sustentável | PRESENÇA DIGITAL: Audiência qualificada, posicionamento estratégico e comunicação que gera impacto e conversão",faturamento=+850 milhões faturamento total do grupo | faturamento=milhões faturamento total do grupo | faturamento=+40 mil faturamento total do grupo | indicador=+1 milhão de seguidores impactos pelas empresariais,198,False,none,,0,0,0,0,0,0
POTÊNCIA CLUB,Potência Club,bronze,Kleison Melo | Vânia Melo,"Para empresários que já têm negócio em operação e desejam aumentar as vendas e melhorar o lucro sem sacrificar a qualidade de vida. Liderado por Kleison e Vânia, sócios e casados há 30 anos, o Potência Club desenvolve visão estratégica, gestão, vendas e liderança para crescer com resultado, estrutura e equilíbrio.",educação / mentores,"ENCONTROS: 3 imersões presenciais de dois dias ao longo do ano + 9 encontros online em grupo para direção estratégica | WHATSAPP: grupo exclusivo de WhatsApp para acompanhamento contínuo | EXPERIÊNCIAS: experiências complementares, como visitas técnicas e encontros de networking, fortalecendo a",indicador=+10.000 vendedores treinados ao longo da trajetória | indicador=vendedores treinados ao longo da trajetória | faturamento=R$ 30 milhões em faturamento somado entre | faturamento=milhões em faturamento somado entre membros do grupo | indicador=30 anos de experiência empreendendo e liderando negócios,199,False,none,,22,6,16,2,14,6
PR1ME ROI,Pr1me ROI,bronze,Canina | Raphael Cioli,"A PR1ME ROI é um programa premium de engenharia de negócios e receita, construído lado a lado com empresas e profissionais referência que trabalham com produtos ou serviços de alto valor. Entregamos ROI completo financeiro, estratégico, operacional e mental: crescimento, lucro e liberdade.",vendas,ENCONTROS: 7 encontros individuais + 2 sessões especiais online + 1 evento presencial por ano. | METODOLOGIAS: 30 eventos ao vivo para reforço da metodologia e esclarecimento de dúvidas. | WHATSAPP: Comunidade PR1ME e grupo individual. | FERRAMENTAS: Acesso a CRM e IA.,"indicador=+26 anos de experiencia empreendedora, estratégica e comercial | faturamento=+2 bilhões em faturamento gerado dentro das carreiras e negócios dos socios | indicador=+100 mil empresários treinados em mais de 40 países em todos os continentes",200,False,adjacent,"menciona IA como pilar/ferramenta, não como tese",4,0,4,4,0,0
PROCLUB,PROClub,bronze,José Raphael Freire | Cristiano Ferreira,"O PROClub é um programa de excelência técnico-processual, com visão de negócios, voltado para advogados que atuam no contencioso e buscam entregar resultados extraordinários para seus clientes. Com estratégias processuais e método validado, forma equipes que estruturam atuações sólidas em juízo e ampliam honorários de êxito e sucumbência.",jurídico,"DIAGNÓSTICO: inicial individual da atuação técnicoprocessual para o escritório | IMPLEMENTAÇÃO: de Departamento Recursal no escritório | OFICINAS: práticas de petições, estratégias recursais de atuação no Tribunal e Sustentação oral | PLATAFORMA: exclusiva com trilha de aprendizados","indicador=+2,2 bilhões em processos judiciais no grupo | indicador=bilhões em processos judiciais no grupo | mentorados=+32 mil alunos | mentorados=alunos +100 | indicador=+100 advogados impactados nas equipes jurídicas",201,False,none,,37,7,30,3,11,23
PROFESSIONAL SERVICES CLUB,,bronze,Henrique Takemoto,"Um programa anual para empresários, empreendedores e executivos que trabalham com consultorias e mentorias. O Clube suporta 360 graus os quatro aspectos cruciais da vida desse líder: mente, corpo, marca pessoal e negócios, focando em mentalidade, modelo de negócios, posicionamento, geração de negócios, entrega de alto valor, liderança e crescimento.",educação / mentores,ENCONTROS: 2 imersões presenciais + 36 encontros online | CONSULTORIA: 6 consultorias personalizadas e 1:1 com Henrique Takemoto | PLATAFORMA: integrada exclusiva com todos os encontros gravados | ACESSO E EXPERIÊNCIAS: Grupo exclusivo com todos os membros e o mentor + experiências exclusivas,"faturamento=600 milhões faturamento total do grupo | faturamento=milhões faturamento total do grupo | colaboradores=+2,5 mil colaboradores impactados | indicador=4 meses em média, para obter payback completo do",202,False,none,,0,0,0,0,0,0
PRONIX CLUB,,bronze,Hugo Vasconcelos | Gustavo Dias | Josef Rubin | Hendel Favarin,"Ajudamos empresários que já faturam mais de 300 mil por mês no Mercado Livre a subirem de nível em estratégia, gestão e negócios dentro de um grupo seleto.",educação / mentores,ENCONTROS: 2 encontros presenciais anuais + Encontros mensais online e ao vivo | SPRINTS: Sprints de execução e aceleração de resultado online | WHATSAPP: Grupo de WhatsApp com todos os sócios e os mentores | EXPERIÊNCIAS EXTRAS: Grupo exclusivo com todos os membros e o mentor + experiências exclusivas,indicador=+100 milhões gerados anualmente no grupo | indicador=milhões gerados anualmente no grupo | colaboradores=+500 colaboradores impactados | socios=+ de 30 sócios no grupo,203,False,adjacent,marketplaces / ops digitais,0,0,0,0,0,0
PULSAR CLUB,Pulsar Club,bronze,Patrícia Roberta | Andrea Kamizaki | Alexandra Casoni,"Pulsar Club é um programa de educação empresarial exclusivo para farmácias, Andrea Kamizaki, Patrícia Roberta e Alexandra Casoni unem suas expertises para impulsionsar líderes e farmácias que querem ter uma visão estratégica, desenvolver melhor seus líderes e times, aumentar resultados em vendas, estruturar processos, através de metodos validados.",educação / mentores,ENCONTROS: 1 encontro presencias de 2 dias + 22 encontros online ao longo do ano | PLATAFORMA: exclusiva com todos os encontros gravados | WHATSAPP: Grupo de WhatsApp com todos os sócios e os mentores | EXPERIÊNCIAS: experiências especiais,faturamento=230 milhões faturamento total do grupo | faturamento=milhões faturamento total do grupo | socios=30 sócios no grupo | colaboradores=+1252 mil colaboradores impactados,204,False,none,,4,1,3,1,0,3
PULSE,Pulse,bronze,Fabi Kazak,"A Pulse é para empresárias que desejam crescer, estruturar e escalar seus negócios com estratégia e posicionamento sólido. Nesta comunidade, você aprende a transformar ideias em marcas que vendem, dominar seu mercado e criar processos eficientes para crescer com consistência. Aqui, você ativa seu talento e expande seus resultados com estratégia validada.",generalista / empresários,ENCONTROS: 2 encontros estratégicos por mês e 3 presenciais por ano | PLATAFORMA: exclusiva com aulas gravadas e materiais de apoio | WHATSAPP: grupo exclusivo para networking | EVENTOS INTERNACIONAIS: encontros em diversos países,faturamento=+400 milhões em faturamento | faturamento=milhões em faturamento | indicador=+70 países em 14 anos | indicador=+30 sócias no clube,205,False,none,,6,2,4,1,0,5
REIZ MENTORING CLUB,,bronze,Rafael Narde | Conrado Adolpho | Renata Pontes | 1 milhão Izabela Reis,"O casal Izabela Reis e Rafael Narde uniu-se a Conrado Adolpho e Renata Pontes. Trazem a combinação única de experiência e resultados comprovados na criação, vendas e criação de processos de programas. Fundamentados na metodologia Lean, mecanismo de engajamento competitivo e na neurociência — aliados à visão de CEO e à gestão estratégica de Renata e Conrado.",medicina / saúde,ENCONTROS: 2 encontros presenciais com 2 dias associado à imersão na Clínica Reiz Premium | PLATAFORMA: Plataformna com todos encontros gravados | WHATSAPP: grupo exclusivo | EXPERIÊNCIAS: Experiências especias focadas nas famílias e encontros online dos casais,faturamento=1 milhão de faturamento do grupo | pacientes=+1000 pacientes impactados | pacientes=pacientes impactados +100 | indicador=+100 Programas de acompanhamento e processos criados | indicador=30 casais impactados,208,False,none,,0,0,0,0,0,0
RISE CLUB,Rise Club,bronze,Verena Rangel | Rafael Rangel,"A Rise Club é uma mentoria para dentistas que possuem clínica própria e desejam crescer com mais gestão, previsibilidade e lucro. A comunidade reúne profissionais comprometidos com evolução, execução e troca de experiências. Ao longo da jornada, trabalhamos liderança, vendas, marketing, gestão financeira, processos, equipe e mentalidade empresarial.",odontologia,ENCONTROS: 24 encontros online em grupo + 2 eventos presenciais. | ACOMPANHAMENTO: 6 encontros individuais 1:1. | PLATAFORMA: Área de membros com materiais de apoio. | TREINAMENTO: 12 treinamentos online para a equipe comercial.,faturamento=+50 faturamento total do grupo | socios=+40 membros | roi=ROI em média de 90 dias,207,False,none,,2,1,1,2,0,0
RISE MED MENTORING,Rise Med Mentoring,bronze,Leandro Aguiar,"Mentoria para médicos que desejam prosperar na clínica privada, unindo gestão de clínica e pessoas, posicionamento, encantamento e vendas de alto valor. Aprenda com quem teve as mesmas dores que você e decidiu liderar e construir um negócio sólido com liberdade financeira, reconhecimento e legado. Conte com nossa presença e dedicação para o seu crescimento.",medicina / saúde,ENCONTROS: 2 encontros presenciais ao ano + encontros coletivos online semanais | ACOMPANHAMENTO: individualizado corrigindo as principais dificuldades diretamente com o mentor. | PLATAFORMA: com conteúdos gravados e exclusivos. | APRENDIZADO PRÁTICO: dos processos de experiências e vendas na Clínica do Dr. Leandro Aguiar.,socios=+40 sócios já transformados | faturamento=6 digitos em faturamento dos mentorados | faturamento=Até 494% de aumento no faturamento em um ao,206,False,none,,27,9,18,5,5,17
RNA,,bronze,Ramon Ribeiro | Ariane Delai | Diego Porto,"Ariane Delai, Ramon Ribeiro e Diego Porto, ao unirem suas expertises, proporcionam crescimento ético e sustentável para médicos especialistas, através de gestão, vendas e modelo de negócios.",medicina / saúde,ENCONTROS: 4 reuniões online por mês (grupo) + 1 encontro presencial de 2 dias ao longo do ano + 6 individuais | PLATAFORMA: Plataformna exclusiva | WHATSAPP: Grupos exclusivos de WhatsApp (para membros e secretárias) | SECRETÁRIAS: treinamento semanais para as secretárias dos membros,indicador=+500 programas de acompanhamento criados e vendidos | indicador=programas de acompanhamento criados e vendidos em 6 meses | faturamento=+400% de crescimento em receita | indicador=+60% de conversão das secretárias,209,False,none,,35,11,24,6,15,14
ROCKET CLUB,Rocket Club,bronze,Diogo Garcia,"Mentoria para profissionais da saúde que buscam reposicionamento, expansão de atuação e aumento de faturamento e lucro sem perder qualidade de vida. Mentalidade empreendedora e metodologia comercial para transformar ideias em modelos de negócios que geram autoridade, previsibilidade e crescimento. Comunidade rica em conhecimento, experiências e networking.",medicina / saúde,ENCONTROS: 2 eventos presenciais ao ano com 2 dias de duração + encontros online semanais + acompanhamento | PLATAFORMA: acesso a encontros gravados em plataforma online | WHATSAPP: acesso a grupo exclusivo com todos os mentorados | EXPERIÊNCIAS: experiências presenciais exclusivas,indicador=+20 anos de experiência | mentorados=+30 mentorados ativos | indicador=Até 3 meses em média para retorno | indicador=meses em média para retorno de investimento,210,False,none,,31,10,21,3,10,18
SELECT,Select,bronze,Dias Junior,"Mentoria médica, voltada para quem busca transformar a vida dos seus pacientes através da medicina integrativa e transformando suas próprias vidas. O maior e melhor SUPORTE, passando segurança a médicos que estão iniciando ou precisam de confiança para colocar em prática. Com os pilares em: Teoria + Prática + Suporte!",medicina / saúde,"ENCONTROS: 3 encontros presenciais ao ano, reuniões online semanais e prática clínica em clínica modelo. | PLATAFORMA: acesso ao aplicativo com conteúdos teóricos gravados. | WHATSAPP: acesso a grupo exclusivo para troca de experiências, acompanhamento e contato com a comunidade | ACESSO AO MENTOR: onboarding individual, reuniões individuais e acesso direto ao mentor.",mentorados=+60 mentorados realizados | indicador=+300 médicos treinados | indicador=+20 anos de experiência compartilhada | indicador=anos de experiência compartilhada,211,False,none,,45,1,44,3,29,13
SPUR,,bronze,Arthur Queiroz | Mario Magalhães | Samanta Sanchez | Eduardo Carmo,"O SPUR é uma academia de empreendedores focada em vendas, com o objetivo de formar e estruturar departamentos comerciais ativos que multipliquem o faturamento das empresas. O programa utiliza uma metodologia validada por negócios multimilionários e oferece uma abordagem prática, clara e aplicável a qualquer segmento.",educação / mentores,ENCONTROS: 4 encontros presenciais por ano + 14 encontros online por mês | PLATAFORMA: Plataforma exclusiva com todos os encontros gravados | WHATSAPP: grupo exclusivo com todos os membros e mentores | PREMIAÇÕES: Eventos com premiações exclusivas aos mentorados,indicador=+300 empresas participantes da academia | indicador=+20 gerentes formados,212,False,none,,155,31,124,5,60,90
SUPER DOUTORES CLUB,Super Doutores Club,bronze,Raphael Tavares | Natasha Tavares | André Tavares,"Super Doutores Club é uma mentoria de alto impacto que combina estratégia, networking e acompanhamento personalizado para donos de clínicas e consultórios. Nosso foco é transformar profissionais da saúde em líderes empresariais, capazes de escalar suas clínicas para faturamentos consistentes, com equipes engajadas e posicionamento de autoridade.",medicina / saúde,ENCONTROS: 2 Encontros presenciais ao longo do ano + 12 encontros online | PLATAFORMA: + Livro + Manuais do método Super Doutores | TREINAMENTO: semanal para o time comercial da clínica | MENTORIA INDIVIDUAL: orientação exclusiva dos mentores para implementação do método,faturamento=1 bilhão de faturamento total do grupo | unidades=+ 5.000 donos de clínicas e consultórios impactados | mentorados=85% dos mentorados aumentam resultados dentro de 60 dias,213,False,none,,35,11,24,2,9,24
TITANS CLUB ELITE,,bronze,Rica Mello,"O Titans Club Elite é ideal para empresários que buscam impulsionar seu crescimento com uma abordagem prática, estruturada e personalizada. Por meio de encontros estratégicos e acompanhamento individual com consultor, oferecemos suporte essencial para implementação de iniciativas focadas em resultados claros e tangíveis.",educação / mentores,ENCONTROS: 3 encontros presenciais ao longo do ano + 6 encontros online | PLATAFORMA: exclusiva | WHATSAPP: grupo exclusivo de WhatsApp | ONLINE: acompanhamento individual online,faturamento=+50 milhões de faturamento total no grupo | faturamento=milhões de faturamento total no grupo | colaboradores=+500 colaboradores impactados | nps=94 NPS do grupo,215,False,none,,0,0,0,0,0,0
